geneID	C2_con1
ENSG00000007216	0
ENSG00000007237	643
ENSG00000007255	117
ENSG00000007264	3
ENSG00000007306	0
ENSG00000007312	3
ENSG00000007314	2
ENSG00000007341	196
ENSG00000007350	7
ENSG00000007372	44
ENSG00000007376	471
ENSG00000007384	1415
ENSG00000007392	2242
ENSG00000007402	415
ENSG00000007516	347
ENSG00000007520	742
ENSG00000007541	1497
ENSG00000007545	593
ENSG00000007866	2668
ENSG00000007908	4
ENSG00000007923	1226
ENSG00000007933	44
ENSG00000007944	962
ENSG00000007952	7
ENSG00000007968	283
ENSG00000008018	2253
ENSG00000008056	80
ENSG00000008083	1535
ENSG00000008086	134
ENSG00000008118	23
ENSG00000008128	33
ENSG00000008130	1674
ENSG00000008196	471
ENSG00000008197	0
ENSG00000008226	13
ENSG00000008256	3189
ENSG00000008277	520
ENSG00000008282	1469
ENSG00000008283	179
ENSG00000008294	4777
ENSG00000008300	757
ENSG00000008311	1272
ENSG00000008323	14
ENSG00000008324	179
ENSG00000008382	190
ENSG00000008394	597
ENSG00000008405	1395
ENSG00000008438	9
ENSG00000008441	2808
ENSG00000008513	922
ENSG00000008516	167
ENSG00000008517	417
ENSG00000008710	4977
ENSG00000008735	169
ENSG00000008838	2479
ENSG00000008853	880
ENSG00000008869	862
ENSG00000008952	2918
ENSG00000008988	9045
ENSG00000009307	11814
ENSG00000009335	2335
ENSG00000009413	1298
ENSG00000009694	606
ENSG00000009709	5
ENSG00000009724	92
ENSG00000009765	0
ENSG00000009780	224
ENSG00000009790	24
ENSG00000009830	1387
ENSG00000009844	1503
ENSG00000009950	12
ENSG00000009954	3996
ENSG00000010017	1145
ENSG00000010030	8
ENSG00000010072	380
ENSG00000010165	707
ENSG00000010219	179
ENSG00000010244	3661
ENSG00000010256	2564
ENSG00000010270	1307
ENSG00000010278	14
ENSG00000010282	0
ENSG00000010292	3850
ENSG00000010295	782
ENSG00000010310	57
ENSG00000010318	77
ENSG00000010319	5
ENSG00000010322	5646
ENSG00000010327	1
ENSG00000010361	199
ENSG00000010379	7
ENSG00000010404	2331
ENSG00000010438	1
ENSG00000010539	328
ENSG00000010610	148
ENSG00000010626	82
ENSG00000010671	1
ENSG00000010704	89
ENSG00000010803	1180
ENSG00000010810	2826
ENSG00000010818	484
ENSG00000010932	243
ENSG00000011007	1251
ENSG00000011009	1032
ENSG00000011021	1932
ENSG00000011028	9347
ENSG00000011052	0
ENSG00000011083	1
ENSG00000011105	4324
ENSG00000011114	1376
ENSG00000011132	300
ENSG00000011143	321
ENSG00000011198	150
ENSG00000011201	388
ENSG00000011243	2270
ENSG00000011258	968
ENSG00000011260	672
ENSG00000011275	1997
ENSG00000011295	753
ENSG00000011304	10125
ENSG00000011332	264
ENSG00000011347	36
ENSG00000011376	818
ENSG00000011405	2222
ENSG00000011422	716
ENSG00000011426	3340
ENSG00000011451	2972
ENSG00000011454	2444
ENSG00000011465	23321
ENSG00000011478	249
ENSG00000011485	1758
ENSG00000011523	690
ENSG00000011566	1764
ENSG00000011590	3
ENSG00000011600	0
ENSG00000011638	406
ENSG00000011677	8
ENSG00000012048	418
ENSG00000012061	1282
ENSG00000012124	0
ENSG00000012171	162
ENSG00000012174	935
ENSG00000012211	48
ENSG00000012223	0
ENSG00000012232	3434
ENSG00000012504	3
ENSG00000012660	5144
ENSG00000012779	1
ENSG00000012817	1859
ENSG00000012822	1952
ENSG00000012963	902
ENSG00000012983	2289
ENSG00000013016	763
ENSG00000013275	1744
ENSG00000013288	1358
ENSG00000013293	136
ENSG00000013297	266
ENSG00000013306	1767
ENSG00000013364	762
ENSG00000013374	1130
ENSG00000013375	1938
ENSG00000013392	261
ENSG00000013441	1444
ENSG00000013503	417
ENSG00000013523	859
ENSG00000013561	677
ENSG00000013563	103
ENSG00000013573	1140
ENSG00000013583	683
ENSG00000013588	95
ENSG00000013619	320
ENSG00000013725	12
ENSG00000013810	2618
ENSG00000014123	789
ENSG00000014138	912
ENSG00000014164	620
ENSG00000014216	2386
ENSG00000014257	17
ENSG00000014641	2342
ENSG00000014824	1753
ENSG00000014914	626
ENSG00000014919	706
ENSG00000015133	693
ENSG00000015153	331
ENSG00000015171	2208
ENSG00000015285	13
ENSG00000015413	0
ENSG00000015475	405
ENSG00000015479	9753
ENSG00000015520	2
ENSG00000015532	1194
ENSG00000015568	9
ENSG00000015592	22
ENSG00000015676	2312
ENSG00000016082	15
ENSG00000016391	146
ENSG00000016402	4
ENSG00000016490	0
ENSG00000016602	1
ENSG00000016864	1783
ENSG00000017260	2241
ENSG00000017373	385
ENSG00000017427	818
ENSG00000017483	4
ENSG00000017621	27
ENSG00000017797	1766
ENSG00000018189	2181
ENSG00000018236	554
ENSG00000018280	2
ENSG00000018408	2560
ENSG00000018510	1190
ENSG00000018610	313
ENSG00000018625	2266
ENSG00000018699	655
ENSG00000018869	56
ENSG00000019102	3
ENSG00000019144	4545
ENSG00000019169	0
ENSG00000019186	219
ENSG00000019485	192
ENSG00000019505	190
ENSG00000019549	2889
ENSG00000019582	16
ENSG00000019991	309
ENSG00000019995	1171
ENSG00000020129	1181
ENSG00000020181	7521
ENSG00000020256	734
ENSG00000020426	258
ENSG00000020577	2272
ENSG00000020633	0
ENSG00000020922	547
ENSG00000021300	94
ENSG00000021355	231
ENSG00000021461	0
ENSG00000021488	12
ENSG00000021574	703
ENSG00000021645	562
ENSG00000021762	1149
ENSG00000021776	1466
ENSG00000021826	615
ENSG00000021852	0
ENSG00000022267	6325
ENSG00000022277	1080
ENSG00000022355	11
ENSG00000022556	0
ENSG00000022567	333
ENSG00000022840	3571
ENSG00000022976	402
ENSG00000023041	794
ENSG00000023171	127
ENSG00000023191	1551
ENSG00000023228	2515
ENSG00000023287	1506
ENSG00000023318	1326
ENSG00000023330	1029
ENSG00000023445	12
ENSG00000023516	1689
ENSG00000023572	107
ENSG00000023608	160
ENSG00000023697	367
ENSG00000023734	3710
ENSG00000023839	13
ENSG00000023892	113
ENSG00000023902	2132
ENSG00000023909	395
ENSG00000024048	1106
ENSG00000024422	4588
ENSG00000024526	811
ENSG00000024862	96
ENSG00000025039	259
ENSG00000025156	621
ENSG00000025293	1326
ENSG00000025423	7
ENSG00000025434	192
ENSG00000025708	33
ENSG00000025770	1489
ENSG00000025772	683
ENSG00000025796	2389
ENSG00000025800	1927
ENSG00000026025	26970
ENSG00000026036	160
ENSG00000026103	759
ENSG00000026297	125
ENSG00000026508	579
ENSG00000026559	168
ENSG00000026652	1509
ENSG00000026751	0
ENSG00000026950	546
ENSG00000027001	183
ENSG00000027075	38
ENSG00000027644	62
ENSG00000027697	846
ENSG00000027847	708
ENSG00000027869	6
ENSG00000028116	177
ENSG00000028137	497
ENSG00000028203	1976
ENSG00000028277	239
ENSG00000028310	1372
ENSG00000028528	2666
ENSG00000028839	360
ENSG00000029153	91
ENSG00000029363	4968
ENSG00000029364	1800
ENSG00000029534	1370
ENSG00000029559	0
ENSG00000029639	165
ENSG00000029725	2066
ENSG00000029993	1226
ENSG00000030066	1928
ENSG00000030110	542
ENSG00000030304	14
ENSG00000030419	175
ENSG00000030582	3875
ENSG00000031003	980
ENSG00000031081	1258
ENSG00000031544	5
ENSG00000031691	232
ENSG00000031698	3581
ENSG00000031823	1868
ENSG00000032219	740
ENSG00000032389	395
ENSG00000032444	1229
ENSG00000032742	479
ENSG00000033011	359
ENSG00000033030	771
ENSG00000033050	1545
ENSG00000033100	2346
ENSG00000033122	296
ENSG00000033170	494
ENSG00000033178	1857
ENSG00000033327	844
ENSG00000033627	1225
ENSG00000033800	682
ENSG00000033867	939
ENSG00000034053	1060
ENSG00000034063	1269
ENSG00000034152	310
ENSG00000034239	21
ENSG00000034510	18022
ENSG00000034533	141
ENSG00000034677	934
ENSG00000034693	304
ENSG00000034713	1168
ENSG00000034971	3
ENSG00000035115	649
ENSG00000035141	631
ENSG00000035403	21098
ENSG00000035499	373
ENSG00000035664	206
ENSG00000035681	812
ENSG00000035687	817
ENSG00000035720	0
ENSG00000035862	10333
ENSG00000035928	1794
ENSG00000036054	869
ENSG00000036257	2121
ENSG00000036448	48
ENSG00000036473	0
ENSG00000036530	101
ENSG00000036549	1085
ENSG00000036565	42
ENSG00000036672	26
ENSG00000036828	0
ENSG00000037042	546
ENSG00000037241	162
ENSG00000037280	81
ENSG00000037474	2101
ENSG00000037637	826
ENSG00000037749	1394
ENSG00000037757	463
ENSG00000037897	256
ENSG00000037965	221
ENSG00000038002	75
ENSG00000038210	402
ENSG00000038219	2102
ENSG00000038274	919
ENSG00000038295	481
ENSG00000038358	1907
ENSG00000038382	15219
ENSG00000038427	13256
ENSG00000038532	1171
ENSG00000038945	2
ENSG00000039068	7
ENSG00000039123	1612
ENSG00000039139	19
ENSG00000039319	1972
ENSG00000039523	1394
ENSG00000039537	1
ENSG00000039560	8826
ENSG00000039600	8
ENSG00000039650	1024
ENSG00000039987	1
ENSG00000040199	809
ENSG00000040275	951
ENSG00000040341	788
ENSG00000040487	482
ENSG00000040531	455
ENSG00000040608	293
ENSG00000040633	1273
ENSG00000040731	393
ENSG00000040933	1452
ENSG00000041353	25
ENSG00000041357	2452
ENSG00000041515	82
ENSG00000041802	931
ENSG00000041880	134
ENSG00000041982	30010
ENSG00000041988	288
ENSG00000042062	159
ENSG00000042088	504
ENSG00000042286	228
ENSG00000042304	0
ENSG00000042317	177
ENSG00000042429	830
ENSG00000042445	742
ENSG00000042493	357
ENSG00000042753	1467
ENSG00000042781	14
ENSG00000042813	0
ENSG00000042832	145
ENSG00000042980	2
ENSG00000043039	16
ENSG00000043093	763
ENSG00000043143	154
ENSG00000043355	1354
ENSG00000043462	3
ENSG00000043514	592
ENSG00000043591	1
ENSG00000044012	0
ENSG00000044090	3493
ENSG00000044115	11918
ENSG00000044446	388
ENSG00000044459	697
ENSG00000044524	1459
ENSG00000044574	23589
ENSG00000046604	981
ENSG00000046647	250
ENSG00000046651	675
ENSG00000046653	2039
ENSG00000046774	0
ENSG00000046889	1375
ENSG00000047056	866
ENSG00000047188	1162
ENSG00000047230	628
ENSG00000047249	773
ENSG00000047315	3132
ENSG00000047346	513
ENSG00000047365	63
ENSG00000047410	4924
ENSG00000047457	123
ENSG00000047578	869
ENSG00000047579	311
ENSG00000047597	1
ENSG00000047617	49
ENSG00000047621	717
ENSG00000047634	621
ENSG00000047644	2422
ENSG00000047648	610
ENSG00000047662	106
ENSG00000047849	11521
ENSG00000047932	1317
ENSG00000047936	1
ENSG00000048028	1047
ENSG00000048052	511
ENSG00000048140	1053
ENSG00000048162	271
ENSG00000048342	781
ENSG00000048392	1395
ENSG00000048405	404
ENSG00000048462	0
ENSG00000048471	740
ENSG00000048540	54
ENSG00000048544	639
ENSG00000048545	29
ENSG00000048649	1977
ENSG00000048707	1857
ENSG00000048740	1764
ENSG00000048828	2566
ENSG00000048991	1208
ENSG00000049089	236
ENSG00000049130	1577
ENSG00000049167	325
ENSG00000049192	123
ENSG00000049239	3158
ENSG00000049245	1422
ENSG00000049246	379
ENSG00000049247	0
ENSG00000049249	2
ENSG00000049283	11
ENSG00000049319	0
ENSG00000049323	3511
ENSG00000049449	6843
ENSG00000049540	1540
ENSG00000049541	723
ENSG00000049618	2322
ENSG00000049656	2456
ENSG00000049759	1236
ENSG00000049768	5
ENSG00000049769	205
ENSG00000049860	1469
ENSG00000049883	97
ENSG00000050030	4
ENSG00000050130	817
ENSG00000050165	3733
ENSG00000050327	72
ENSG00000050344	327
ENSG00000050393	970
ENSG00000050405	5833
ENSG00000050426	440
ENSG00000050438	394
ENSG00000050555	2650
ENSG00000050628	1
ENSG00000050730	26
ENSG00000050748	1164
ENSG00000050767	328
ENSG00000050820	4929
ENSG00000051009	680
ENSG00000051108	1322
ENSG00000051128	497
ENSG00000051180	434
ENSG00000051341	592
ENSG00000051382	307
ENSG00000051523	155
ENSG00000051596	347
ENSG00000051620	575
ENSG00000051825	679
ENSG00000052126	1636
ENSG00000052344	0
ENSG00000052723	1601
ENSG00000052749	880
ENSG00000052795	764
ENSG00000052802	5029
ENSG00000052841	2332
ENSG00000052850	881
ENSG00000053108	24
ENSG00000053254	2097
ENSG00000053328	15
ENSG00000053371	708
ENSG00000053372	1002
ENSG00000053438	221
ENSG00000053501	411
ENSG00000053524	9
ENSG00000053702	77
ENSG00000053747	18
ENSG00000053770	702
ENSG00000053900	704
ENSG00000053918	9
ENSG00000054116	967
ENSG00000054118	4062
ENSG00000054148	1875
ENSG00000054179	3
ENSG00000054219	4
ENSG00000054267	1288
ENSG00000054277	326
ENSG00000054282	399
ENSG00000054356	35
ENSG00000054392	497
ENSG00000054523	4060
ENSG00000054598	804
ENSG00000054611	399
ENSG00000054654	2284
ENSG00000054690	90
ENSG00000054793	2742
ENSG00000054796	0
ENSG00000054803	0
ENSG00000054938	3
ENSG00000054965	2846
ENSG00000054967	222
ENSG00000054983	1519
ENSG00000055044	1370
ENSG00000055070	2857
ENSG00000055118	323
ENSG00000055130	1775
ENSG00000055147	595
ENSG00000055163	2499
ENSG00000055208	2706
ENSG00000055211	967
ENSG00000055332	2011
ENSG00000055483	1173
ENSG00000055609	2331
ENSG00000055732	20
ENSG00000055813	16
ENSG00000055917	2584
ENSG00000055950	641
ENSG00000055955	15
ENSG00000055957	0
ENSG00000056050	512
ENSG00000056097	3088
ENSG00000056277	379
ENSG00000056291	0
ENSG00000056487	410
ENSG00000056558	138
ENSG00000056586	2175
ENSG00000056661	1381
ENSG00000056736	82
ENSG00000056972	247
ENSG00000056998	905
ENSG00000057019	3454
ENSG00000057149	0
ENSG00000057252	900
ENSG00000057294	229
ENSG00000057468	4
ENSG00000057593	4
ENSG00000057608	5448
ENSG00000057657	20
ENSG00000057663	620
ENSG00000057704	277
ENSG00000057757	738
ENSG00000057935	1334
ENSG00000058056	889
ENSG00000058063	2777
ENSG00000058085	115
ENSG00000058091	2213
ENSG00000058262	10978
ENSG00000058272	2499
ENSG00000058335	9
ENSG00000058404	22
ENSG00000058453	913
ENSG00000058600	997
ENSG00000058668	2500
ENSG00000058673	3869
ENSG00000058729	555
ENSG00000058799	471
ENSG00000058804	978
ENSG00000058866	2
ENSG00000059122	896
ENSG00000059145	777
ENSG00000059377	29
ENSG00000059378	146
ENSG00000059573	2981
ENSG00000059588	1157
ENSG00000059691	392
ENSG00000059728	245
ENSG00000059758	1004
ENSG00000059769	326
ENSG00000059804	1620
ENSG00000059915	216
ENSG00000060069	658
ENSG00000060138	2814
ENSG00000060140	5
ENSG00000060237	5750
ENSG00000060339	2390
ENSG00000060491	1061
ENSG00000060558	0
ENSG00000060566	0
ENSG00000060642	153
ENSG00000060656	996
ENSG00000060688	1012
ENSG00000060709	30
ENSG00000060718	13224
ENSG00000060749	2052
ENSG00000060762	403
ENSG00000060971	570
ENSG00000060982	5887
ENSG00000061273	5127
ENSG00000061337	1300
ENSG00000061455	79
ENSG00000061492	0
ENSG00000061656	69
ENSG00000061676	4977
ENSG00000061794	850
ENSG00000061918	422
ENSG00000061936	1834
ENSG00000061938	1247
ENSG00000061987	1996
ENSG00000062038	220
ENSG00000062096	2
ENSG00000062194	2007
ENSG00000062282	25
ENSG00000062370	167
ENSG00000062485	3270
ENSG00000062524	20
ENSG00000062582	2
ENSG00000062598	2044
ENSG00000062650	1428
ENSG00000062716	2746
ENSG00000062725	2150
ENSG00000062822	1165
ENSG00000063015	337
ENSG00000063046	4830
ENSG00000063127	361
ENSG00000063169	800
ENSG00000063176	444
ENSG00000063177	7695
ENSG00000063180	304
ENSG00000063241	605
ENSG00000063244	4869
ENSG00000063245	3350
ENSG00000063322	891
ENSG00000063438	190
ENSG00000063515	0
ENSG00000063587	1112
ENSG00000063601	821
ENSG00000063660	1953
ENSG00000063761	247
ENSG00000063854	480
ENSG00000063978	1663
ENSG00000064012	292
ENSG00000064042	3842
ENSG00000064102	829
ENSG00000064115	1178
ENSG00000064195	3
ENSG00000064199	90
ENSG00000064201	17
ENSG00000064205	2
ENSG00000064218	3
ENSG00000064225	120
ENSG00000064270	22
ENSG00000064300	559
ENSG00000064309	2479
ENSG00000064313	1165
ENSG00000064393	3063
ENSG00000064419	1614
ENSG00000064489	1
ENSG00000064490	565
ENSG00000064545	512
ENSG00000064547	688
ENSG00000064601	1643
ENSG00000064607	3572
ENSG00000064651	1903
ENSG00000064652	264
ENSG00000064655	63
ENSG00000064666	11844
ENSG00000064687	251
ENSG00000064692	359
ENSG00000064703	777
ENSG00000064726	1720
ENSG00000064763	989
ENSG00000064787	10
ENSG00000064835	0
ENSG00000064886	1
ENSG00000064932	1009
ENSG00000064933	575
ENSG00000064961	1388
ENSG00000064989	433
ENSG00000064995	578
ENSG00000064999	1287
ENSG00000065000	5247
ENSG00000065029	827
ENSG00000065054	633
ENSG00000065057	191
ENSG00000065060	651
ENSG00000065135	2914
ENSG00000065150	7130
ENSG00000065154	1807
ENSG00000065183	953
ENSG00000065243	1846
ENSG00000065268	965
ENSG00000065308	4261
ENSG00000065320	1164
ENSG00000065325	2
ENSG00000065328	796
ENSG00000065357	1152
ENSG00000065361	4
ENSG00000065371	0
ENSG00000065413	275
ENSG00000065427	2693
ENSG00000065457	610
ENSG00000065485	1175
ENSG00000065491	540
ENSG00000065518	802
ENSG00000065526	2749
ENSG00000065534	1053
ENSG00000065548	1355
ENSG00000065559	1232
ENSG00000065600	530
ENSG00000065609	44
ENSG00000065613	1813
ENSG00000065615	197
ENSG00000065618	3
ENSG00000065621	15
ENSG00000065665	706
ENSG00000065675	131
ENSG00000065717	398
ENSG00000065802	1542
ENSG00000065809	786
ENSG00000065833	245
ENSG00000065882	1520
ENSG00000065883	1778
ENSG00000065911	1578
ENSG00000065923	141
ENSG00000065970	927
ENSG00000065978	8127
ENSG00000065989	195
ENSG00000066027	286
ENSG00000066032	63
ENSG00000066044	3203
ENSG00000066056	39
ENSG00000066084	1896
ENSG00000066117	2828
ENSG00000066135	1493
ENSG00000066136	1108
ENSG00000066185	6
ENSG00000066230	66
ENSG00000066248	9
ENSG00000066279	2307
ENSG00000066294	3
ENSG00000066322	1006
ENSG00000066336	0
ENSG00000066379	151
ENSG00000066382	155
ENSG00000066405	35
ENSG00000066422	653
ENSG00000066427	350
ENSG00000066455	1136
ENSG00000066468	121
ENSG00000066557	799
ENSG00000066583	229
ENSG00000066629	972
ENSG00000066651	429
ENSG00000066654	1178
ENSG00000066697	395
ENSG00000066735	333
ENSG00000066739	1042
ENSG00000066777	1645
ENSG00000066813	12
ENSG00000066827	157
ENSG00000066855	679
ENSG00000066923	319
ENSG00000066926	637
ENSG00000066933	1405
ENSG00000067048	2491
ENSG00000067057	1222
ENSG00000067064	4260
ENSG00000067066	271
ENSG00000067082	2660
ENSG00000067113	274
ENSG00000067141	4571
ENSG00000067167	3647
ENSG00000067177	199
ENSG00000067182	2204
ENSG00000067191	331
ENSG00000067208	1114
ENSG00000067221	332
ENSG00000067225	13835
ENSG00000067248	1166
ENSG00000067334	1031
ENSG00000067365	490
ENSG00000067369	4008
ENSG00000067445	5936
ENSG00000067533	601
ENSG00000067560	11055
ENSG00000067596	1544
ENSG00000067606	65
ENSG00000067646	466
ENSG00000067704	1992
ENSG00000067715	335
ENSG00000067798	757
ENSG00000067829	960
ENSG00000067836	512
ENSG00000067840	1414
ENSG00000067842	8
ENSG00000067900	2138
ENSG00000067955	1203
ENSG00000067992	46
ENSG00000068001	1160
ENSG00000068024	801
ENSG00000068028	629
ENSG00000068078	378
ENSG00000068079	43
ENSG00000068097	860
ENSG00000068120	999
ENSG00000068137	1086
ENSG00000068305	1054
ENSG00000068308	1623
ENSG00000068323	2217
ENSG00000068354	386
ENSG00000068366	1363
ENSG00000068383	911
ENSG00000068394	457
ENSG00000068400	1154
ENSG00000068438	999
ENSG00000068489	1187
ENSG00000068615	66
ENSG00000068650	1375
ENSG00000068654	2782
ENSG00000068697	6972
ENSG00000068724	471
ENSG00000068745	2176
ENSG00000068781	20
ENSG00000068784	597
ENSG00000068793	1793
ENSG00000068796	1464
ENSG00000068831	78
ENSG00000068878	2437
ENSG00000068885	457
ENSG00000068903	1195
ENSG00000068912	1395
ENSG00000068971	667
ENSG00000068976	45
ENSG00000068985	0
ENSG00000069011	338
ENSG00000069018	7
ENSG00000069020	642
ENSG00000069122	2050
ENSG00000069188	1912
ENSG00000069206	0
ENSG00000069248	1617
ENSG00000069275	9627
ENSG00000069329	3009
ENSG00000069345	1425
ENSG00000069399	272
ENSG00000069424	161
ENSG00000069431	130
ENSG00000069482	32
ENSG00000069493	185
ENSG00000069509	254
ENSG00000069535	84
ENSG00000069667	410
ENSG00000069696	22
ENSG00000069702	1564
ENSG00000069712	70
ENSG00000069764	2
ENSG00000069812	2
ENSG00000069849	1944
ENSG00000069869	673
ENSG00000069943	120
ENSG00000069956	2673
ENSG00000069966	236
ENSG00000069974	346
ENSG00000069998	733
ENSG00000070010	998
ENSG00000070018	2246
ENSG00000070019	0
ENSG00000070031	3
ENSG00000070047	1915
ENSG00000070061	1910
ENSG00000070081	1288
ENSG00000070087	4469
ENSG00000070159	105
ENSG00000070182	188
ENSG00000070190	2
ENSG00000070193	41
ENSG00000070214	625
ENSG00000070269	429
ENSG00000070366	2603
ENSG00000070367	2053
ENSG00000070371	449
ENSG00000070388	5
ENSG00000070404	211
ENSG00000070413	2956
ENSG00000070423	731
ENSG00000070444	723
ENSG00000070476	573
ENSG00000070495	582
ENSG00000070501	407
ENSG00000070526	1
ENSG00000070540	1113
ENSG00000070601	10
ENSG00000070610	2425
ENSG00000070614	7441
ENSG00000070669	1724
ENSG00000070718	742
ENSG00000070729	7
ENSG00000070731	3
ENSG00000070748	26
ENSG00000070756	11810
ENSG00000070759	50
ENSG00000070761	625
ENSG00000070770	1494
ENSG00000070778	1487
ENSG00000070785	514
ENSG00000070808	107
ENSG00000070814	2441
ENSG00000070831	3998
ENSG00000070882	568
ENSG00000070886	1
ENSG00000070915	0
ENSG00000070950	554
ENSG00000070961	4109
ENSG00000070985	1
ENSG00000071051	1777
ENSG00000071054	7796
ENSG00000071073	158
ENSG00000071082	2627
ENSG00000071127	9147
ENSG00000071189	1090
ENSG00000071203	0
ENSG00000071205	1136
ENSG00000071242	1754
ENSG00000071243	375
ENSG00000071246	2623
ENSG00000071282	873
ENSG00000071462	1131
ENSG00000071537	3297
ENSG00000071539	919
ENSG00000071553	3914
ENSG00000071564	5625
ENSG00000071575	8660
ENSG00000071626	3026
ENSG00000071655	1725
ENSG00000071677	0
ENSG00000071794	1437
ENSG00000071859	1976
ENSG00000071889	679
ENSG00000071894	3552
ENSG00000071909	9
ENSG00000071967	2171
ENSG00000071991	0
ENSG00000071994	937
ENSG00000072041	188
ENSG00000072042	1712
ENSG00000072062	3180
ENSG00000072071	3112
ENSG00000072080	1
ENSG00000072110	17243
ENSG00000072121	1168
ENSG00000072133	79
ENSG00000072134	1547
ENSG00000072135	306
ENSG00000072163	542
ENSG00000072182	1
ENSG00000072195	1364
ENSG00000072201	55
ENSG00000072210	925
ENSG00000072274	2507
ENSG00000072310	5461
ENSG00000072315	2
ENSG00000072364	4931
ENSG00000072401	676
ENSG00000072415	779
ENSG00000072422	1817
ENSG00000072444	0
ENSG00000072501	4008
ENSG00000072506	1104
ENSG00000072518	1131
ENSG00000072571	580
ENSG00000072609	1302
ENSG00000072657	8
ENSG00000072682	2186
ENSG00000072694	0
ENSG00000072736	669
ENSG00000072756	419
ENSG00000072778	5279
ENSG00000072786	2436
ENSG00000072803	1736
ENSG00000072818	76
ENSG00000072832	3598
ENSG00000072840	1365
ENSG00000072849	1037
ENSG00000072858	6
ENSG00000072864	722
ENSG00000072952	965
ENSG00000072954	64
ENSG00000072958	2067
ENSG00000073008	501
ENSG00000073009	167
ENSG00000073050	754
ENSG00000073060	1936
ENSG00000073067	5
ENSG00000073111	2025
ENSG00000073146	33
