geneID	C2_con3
ENSG00000006634	655
ENSG00000006638	16
ENSG00000006652	1611
ENSG00000006659	0
ENSG00000006695	323
ENSG00000006704	1073
ENSG00000006712	1841
ENSG00000006715	2509
ENSG00000006740	102
ENSG00000006744	1795
ENSG00000006747	134
ENSG00000006756	252
ENSG00000006757	174
ENSG00000006788	0
ENSG00000006831	2441
ENSG00000006837	21
ENSG00000007001	2
ENSG00000007038	0
ENSG00000007047	1749
ENSG00000007062	2684
ENSG00000007080	1212
ENSG00000007129	8
ENSG00000007168	5523
ENSG00000007171	5
ENSG00000007174	35
ENSG00000007202	3966
ENSG00000007216	0
ENSG00000007237	620
ENSG00000007255	104
ENSG00000007264	6
ENSG00000007306	0
ENSG00000007312	1
ENSG00000007314	3
ENSG00000007341	252
ENSG00000007350	8
ENSG00000007372	103
ENSG00000007376	433
ENSG00000007384	1430
ENSG00000007392	2729
ENSG00000007402	543
ENSG00000007516	293
ENSG00000007520	676
ENSG00000007541	1513
ENSG00000007545	661
ENSG00000007866	2586
ENSG00000007908	7
ENSG00000007923	1488
ENSG00000007933	26
ENSG00000007944	1123
ENSG00000007952	10
ENSG00000007968	376
ENSG00000008018	3002
ENSG00000008056	89
ENSG00000008083	2055
ENSG00000008086	150
ENSG00000008118	36
ENSG00000008128	51
ENSG00000008130	1726
ENSG00000008196	528
ENSG00000008197	0
ENSG00000008226	16
ENSG00000008256	3136
ENSG00000008277	818
ENSG00000008282	1811
ENSG00000008283	199
ENSG00000008294	6524
ENSG00000008300	985
ENSG00000008311	1844
ENSG00000008323	19
ENSG00000008324	258
ENSG00000008382	224
ENSG00000008394	607
ENSG00000008405	1489
ENSG00000008438	4
ENSG00000008441	1967
ENSG00000008513	931
ENSG00000008516	149
ENSG00000008517	234
ENSG00000008710	3879
ENSG00000008735	300
ENSG00000008838	2754
ENSG00000008853	1051
ENSG00000008869	1086
ENSG00000008952	3729
ENSG00000008988	11619
ENSG00000009307	15911
ENSG00000009335	2646
ENSG00000009413	1884
ENSG00000009694	841
ENSG00000009709	3
ENSG00000009724	122
ENSG00000009765	0
ENSG00000009780	301
ENSG00000009790	36
ENSG00000009830	1568
ENSG00000009844	1865
ENSG00000009950	7
ENSG00000009954	5129
ENSG00000010017	1442
ENSG00000010030	6
ENSG00000010072	447
ENSG00000010165	874
ENSG00000010219	257
ENSG00000010244	4773
ENSG00000010256	2943
ENSG00000010270	1736
ENSG00000010278	37
ENSG00000010282	1
ENSG00000010292	4963
ENSG00000010295	996
ENSG00000010310	59
ENSG00000010318	101
ENSG00000010319	2
ENSG00000010322	5808
ENSG00000010327	4
ENSG00000010361	217
ENSG00000010379	8
ENSG00000010404	2630
ENSG00000010438	8
ENSG00000010539	417
ENSG00000010610	163
ENSG00000010626	109
ENSG00000010671	1
ENSG00000010704	104
ENSG00000010803	1270
ENSG00000010810	4623
ENSG00000010818	459
ENSG00000010932	346
ENSG00000011007	1566
ENSG00000011009	1151
ENSG00000011021	2024
ENSG00000011028	6818
ENSG00000011052	0
ENSG00000011083	4
ENSG00000011105	4286
ENSG00000011114	1627
ENSG00000011132	302
ENSG00000011143	483
ENSG00000011198	177
ENSG00000011201	287
ENSG00000011243	2485
ENSG00000011258	1389
ENSG00000011260	910
ENSG00000011275	2208
ENSG00000011295	1085
ENSG00000011304	10147
ENSG00000011332	313
ENSG00000011347	26
ENSG00000011376	1024
ENSG00000011405	2944
ENSG00000011422	688
ENSG00000011426	4143
ENSG00000011451	3093
ENSG00000011454	3151
ENSG00000011465	24705
ENSG00000011478	279
ENSG00000011485	1895
ENSG00000011523	881
ENSG00000011566	2328
ENSG00000011590	0
ENSG00000011600	0
ENSG00000011638	551
ENSG00000011677	14
ENSG00000012048	613
ENSG00000012061	1321
ENSG00000012124	3
ENSG00000012171	138
ENSG00000012174	1199
ENSG00000012211	37
ENSG00000012223	0
ENSG00000012232	4202
ENSG00000012504	4
ENSG00000012660	6053
ENSG00000012779	1
ENSG00000012817	2307
ENSG00000012822	2271
ENSG00000012963	1170
ENSG00000012983	2564
ENSG00000013016	777
ENSG00000013275	2079
ENSG00000013288	1364
ENSG00000013293	187
ENSG00000013297	304
ENSG00000013306	2009
ENSG00000013364	540
ENSG00000013374	1329
ENSG00000013375	2117
ENSG00000013392	293
ENSG00000013441	2051
ENSG00000013503	590
ENSG00000013523	1042
ENSG00000013561	1030
ENSG00000013563	91
ENSG00000013573	1436
ENSG00000013583	876
ENSG00000013588	99
ENSG00000013619	310
ENSG00000013725	3
ENSG00000013810	2957
ENSG00000014123	1004
ENSG00000014138	1149
ENSG00000014164	549
ENSG00000014216	2447
ENSG00000014257	18
ENSG00000014641	3342
ENSG00000014824	2512
ENSG00000014914	675
ENSG00000014919	1035
ENSG00000015133	796
ENSG00000015153	386
ENSG00000015171	2847
ENSG00000015285	20
ENSG00000015413	0
ENSG00000015475	403
ENSG00000015479	13649
ENSG00000015520	0
ENSG00000015532	1195
ENSG00000015568	60
ENSG00000015592	17
ENSG00000015676	2447
ENSG00000016082	10
ENSG00000016391	139
ENSG00000016402	2
ENSG00000016490	0
ENSG00000016602	0
ENSG00000016864	2183
ENSG00000017260	2936
ENSG00000017373	413
ENSG00000017427	820
ENSG00000017483	7
ENSG00000017621	27
ENSG00000017797	2026
ENSG00000018189	2979
ENSG00000018236	666
ENSG00000018280	6
ENSG00000018408	3371
ENSG00000018510	1536
ENSG00000018610	407
ENSG00000018625	2596
ENSG00000018699	775
ENSG00000018869	81
ENSG00000019102	7
ENSG00000019144	4930
ENSG00000019169	0
ENSG00000019186	207
ENSG00000019485	158
ENSG00000019505	199
ENSG00000019549	3498
ENSG00000019582	18
ENSG00000019991	406
ENSG00000019995	1587
ENSG00000020129	1262
ENSG00000020181	5308
ENSG00000020256	760
ENSG00000020426	311
ENSG00000020577	2455
ENSG00000020633	0
ENSG00000020922	684
ENSG00000021300	105
ENSG00000021355	219
ENSG00000021461	2
ENSG00000021488	8
ENSG00000021574	1036
ENSG00000021645	907
ENSG00000021762	1105
ENSG00000021776	1782
ENSG00000021826	765
ENSG00000021852	0
ENSG00000022267	6416
ENSG00000022277	1279
ENSG00000022355	14
ENSG00000022556	0
ENSG00000022567	351
ENSG00000022840	3913
ENSG00000022976	468
ENSG00000023041	1053
ENSG00000023171	186
ENSG00000023191	1627
ENSG00000023228	3219
ENSG00000023287	1873
ENSG00000023318	1775
ENSG00000023330	1257
ENSG00000023445	14
ENSG00000023516	2237
ENSG00000023572	145
ENSG00000023608	190
ENSG00000023697	463
ENSG00000023734	4683
ENSG00000023839	54
ENSG00000023892	111
ENSG00000023902	1989
ENSG00000023909	432
ENSG00000024048	1326
ENSG00000024422	3736
ENSG00000024526	1111
ENSG00000024862	127
ENSG00000025039	277
ENSG00000025156	931
ENSG00000025293	1659
ENSG00000025423	9
ENSG00000025434	183
ENSG00000025708	26
ENSG00000025770	1634
ENSG00000025772	819
ENSG00000025796	3128
ENSG00000025800	2333
ENSG00000026025	38860
ENSG00000026036	143
ENSG00000026103	1011
ENSG00000026297	148
ENSG00000026508	694
ENSG00000026559	139
ENSG00000026652	1990
ENSG00000026751	0
ENSG00000026950	637
ENSG00000027001	245
ENSG00000027075	72
ENSG00000027644	40
ENSG00000027697	1056
ENSG00000027847	688
ENSG00000027869	9
ENSG00000028116	237
ENSG00000028137	443
ENSG00000028203	2792
ENSG00000028277	203
ENSG00000028310	1566
ENSG00000028528	3367
ENSG00000028839	471
ENSG00000029153	125
ENSG00000029363	6872
ENSG00000029364	2276
ENSG00000029534	1410
ENSG00000029559	0
ENSG00000029639	167
ENSG00000029725	2466
ENSG00000029993	1797
ENSG00000030066	2569
ENSG00000030110	524
ENSG00000030304	9
ENSG00000030419	360
ENSG00000030582	4134
ENSG00000031003	1277
ENSG00000031081	1418
ENSG00000031544	5
ENSG00000031691	333
ENSG00000031698	4047
ENSG00000031823	2040
ENSG00000032219	906
ENSG00000032389	484
ENSG00000032444	1149
ENSG00000032742	557
ENSG00000033011	344
ENSG00000033030	980
ENSG00000033050	1853
ENSG00000033100	2198
ENSG00000033122	302
ENSG00000033170	793
ENSG00000033178	2564
ENSG00000033327	801
ENSG00000033627	1640
ENSG00000033800	891
ENSG00000033867	1175
ENSG00000034053	1301
ENSG00000034063	1448
ENSG00000034152	332
ENSG00000034239	63
ENSG00000034510	19572
ENSG00000034533	167
ENSG00000034677	1209
ENSG00000034693	303
ENSG00000034713	1578
ENSG00000034971	2
ENSG00000035115	914
ENSG00000035141	825
ENSG00000035403	24689
ENSG00000035499	581
ENSG00000035664	248
ENSG00000035681	1018
ENSG00000035687	994
ENSG00000035720	0
ENSG00000035862	10869
ENSG00000035928	2373
ENSG00000036054	1144
ENSG00000036257	2857
ENSG00000036448	57
ENSG00000036473	2
ENSG00000036530	114
ENSG00000036549	1355
ENSG00000036565	68
ENSG00000036672	30
ENSG00000036828	0
ENSG00000037042	533
ENSG00000037241	171
ENSG00000037280	114
ENSG00000037474	2402
ENSG00000037637	1087
ENSG00000037749	1887
ENSG00000037757	479
ENSG00000037897	254
ENSG00000037965	188
ENSG00000038002	97
ENSG00000038210	485
ENSG00000038219	2435
ENSG00000038274	1272
ENSG00000038295	483
ENSG00000038358	1848
ENSG00000038382	14756
ENSG00000038427	15800
ENSG00000038532	1190
ENSG00000038945	15
ENSG00000039068	9
ENSG00000039123	2204
ENSG00000039139	14
ENSG00000039319	2560
ENSG00000039523	1363
ENSG00000039537	1
ENSG00000039560	8983
ENSG00000039600	3
ENSG00000039650	1096
ENSG00000039987	1
ENSG00000040199	994
ENSG00000040275	1321
ENSG00000040341	1089
ENSG00000040487	497
ENSG00000040531	511
ENSG00000040608	255
ENSG00000040633	1496
ENSG00000040731	512
ENSG00000040933	1788
ENSG00000041353	25
ENSG00000041357	3168
ENSG00000041515	140
ENSG00000041802	1131
ENSG00000041880	129
ENSG00000041982	22673
ENSG00000041988	333
ENSG00000042062	185
ENSG00000042088	656
ENSG00000042286	263
ENSG00000042304	0
ENSG00000042317	213
ENSG00000042429	1028
ENSG00000042445	1011
ENSG00000042493	284
ENSG00000042753	1716
ENSG00000042781	36
ENSG00000042813	0
ENSG00000042832	81
ENSG00000042980	3
ENSG00000043039	5
ENSG00000043093	992
ENSG00000043143	151
ENSG00000043355	2131
ENSG00000043462	3
ENSG00000043514	783
ENSG00000043591	2
ENSG00000044012	0
ENSG00000044090	3764
ENSG00000044115	13965
ENSG00000044446	448
ENSG00000044459	929
ENSG00000044524	2729
ENSG00000044574	25850
ENSG00000046604	1013
ENSG00000046647	350
ENSG00000046651	886
ENSG00000046653	3476
ENSG00000046774	0
ENSG00000046889	2355
ENSG00000047056	1046
ENSG00000047188	1519
ENSG00000047230	872
ENSG00000047249	1053
ENSG00000047315	4097
ENSG00000047346	759
ENSG00000047365	74
ENSG00000047410	6310
ENSG00000047457	318
ENSG00000047578	923
ENSG00000047579	404
ENSG00000047597	8
ENSG00000047617	93
ENSG00000047621	820
ENSG00000047634	806
ENSG00000047644	2595
ENSG00000047648	625
ENSG00000047662	95
ENSG00000047849	12231
ENSG00000047932	1571
ENSG00000047936	0
ENSG00000048028	1219
ENSG00000048052	623
ENSG00000048140	1148
ENSG00000048162	305
ENSG00000048342	934
ENSG00000048392	2125
ENSG00000048405	386
ENSG00000048462	0
ENSG00000048471	752
ENSG00000048540	42
ENSG00000048544	822
ENSG00000048545	38
ENSG00000048649	2678
ENSG00000048707	1923
ENSG00000048740	2977
ENSG00000048828	2912
ENSG00000048991	1613
ENSG00000049089	172
ENSG00000049130	2121
ENSG00000049167	438
ENSG00000049192	132
ENSG00000049239	3258
ENSG00000049245	1822
ENSG00000049246	423
ENSG00000049247	0
ENSG00000049249	2
ENSG00000049283	7
ENSG00000049319	4
ENSG00000049323	3252
ENSG00000049449	7561
ENSG00000049540	1047
ENSG00000049541	954
ENSG00000049618	2821
ENSG00000049656	2566
ENSG00000049759	1587
ENSG00000049768	14
ENSG00000049769	209
ENSG00000049860	1562
ENSG00000049883	156
ENSG00000050030	7
ENSG00000050130	1155
ENSG00000050165	3363
ENSG00000050327	62
ENSG00000050344	409
ENSG00000050393	1290
ENSG00000050405	6168
ENSG00000050426	577
ENSG00000050438	554
ENSG00000050555	2040
ENSG00000050628	2
ENSG00000050730	21
ENSG00000050748	1469
ENSG00000050767	415
ENSG00000050820	4786
ENSG00000051009	769
ENSG00000051108	1538
ENSG00000051128	434
ENSG00000051180	531
ENSG00000051341	712
ENSG00000051382	394
ENSG00000051523	128
ENSG00000051596	351
ENSG00000051620	594
ENSG00000051825	956
ENSG00000052126	2162
ENSG00000052344	1
ENSG00000052723	2138
ENSG00000052749	1025
ENSG00000052795	981
ENSG00000052802	6148
ENSG00000052841	2926
ENSG00000052850	956
ENSG00000053108	12
ENSG00000053254	2191
ENSG00000053328	8
ENSG00000053371	761
ENSG00000053372	1176
ENSG00000053438	264
ENSG00000053501	419
ENSG00000053524	8
ENSG00000053702	82
ENSG00000053747	22
ENSG00000053770	832
ENSG00000053900	1004
ENSG00000053918	11
ENSG00000054116	1204
ENSG00000054118	5271
ENSG00000054148	2035
ENSG00000054179	5
ENSG00000054219	9
ENSG00000054267	1722
ENSG00000054277	288
ENSG00000054282	437
ENSG00000054356	42
ENSG00000054392	541
ENSG00000054523	6009
ENSG00000054598	591
ENSG00000054611	385
ENSG00000054654	2841
ENSG00000054690	82
ENSG00000054793	3662
ENSG00000054796	0
ENSG00000054803	0
ENSG00000054938	4
ENSG00000054965	3388
ENSG00000054967	200
ENSG00000054983	1596
ENSG00000055044	1802
ENSG00000055070	3228
ENSG00000055118	209
ENSG00000055130	2110
ENSG00000055147	912
ENSG00000055163	3440
ENSG00000055208	3342
ENSG00000055211	1177
ENSG00000055332	2621
ENSG00000055483	1237
ENSG00000055609	2809
ENSG00000055732	33
ENSG00000055813	10
ENSG00000055917	3425
ENSG00000055950	836
ENSG00000055955	11
ENSG00000055957	0
ENSG00000056050	809
ENSG00000056097	4190
ENSG00000056277	440
ENSG00000056291	0
ENSG00000056487	532
ENSG00000056558	91
ENSG00000056586	2801
ENSG00000056661	1384
ENSG00000056736	91
ENSG00000056972	238
ENSG00000056998	1306
ENSG00000057019	4080
ENSG00000057149	0
ENSG00000057252	1039
ENSG00000057294	228
ENSG00000057468	8
ENSG00000057593	6
ENSG00000057608	7047
ENSG00000057657	34
ENSG00000057663	778
ENSG00000057704	284
ENSG00000057757	931
ENSG00000057935	1530
ENSG00000058056	1237
ENSG00000058063	3037
ENSG00000058085	96
ENSG00000058091	2647
ENSG00000058262	11690
ENSG00000058272	3402
ENSG00000058335	1
ENSG00000058404	17
ENSG00000058453	871
ENSG00000058600	1107
ENSG00000058668	3280
ENSG00000058673	5111
ENSG00000058729	800
ENSG00000058799	663
ENSG00000058804	1509
ENSG00000058866	3
ENSG00000059122	956
ENSG00000059145	686
ENSG00000059377	31
ENSG00000059378	149
ENSG00000059573	3138
ENSG00000059588	1455
ENSG00000059691	521
ENSG00000059728	342
ENSG00000059758	1269
ENSG00000059769	402
ENSG00000059804	2455
ENSG00000059915	210
ENSG00000060069	652
ENSG00000060138	2826
ENSG00000060140	9
ENSG00000060237	7071
ENSG00000060339	3276
ENSG00000060491	1060
ENSG00000060558	1
ENSG00000060566	0
ENSG00000060642	208
ENSG00000060656	733
ENSG00000060688	1304
ENSG00000060709	54
ENSG00000060718	18515
ENSG00000060749	2795
ENSG00000060762	432
ENSG00000060971	592
ENSG00000060982	7964
ENSG00000061273	4704
ENSG00000061337	1473
ENSG00000061455	76
ENSG00000061492	0
ENSG00000061656	62
ENSG00000061676	6469
ENSG00000061794	1137
ENSG00000061918	537
ENSG00000061936	2003
ENSG00000061938	1233
ENSG00000061987	2385
ENSG00000062038	151
ENSG00000062096	4
ENSG00000062194	2884
ENSG00000062282	29
ENSG00000062370	226
ENSG00000062485	4131
ENSG00000062524	20
ENSG00000062582	5
ENSG00000062598	2480
ENSG00000062650	1983
ENSG00000062716	2583
ENSG00000062725	2973
ENSG00000062822	1251
ENSG00000063015	308
ENSG00000063046	6758
ENSG00000063127	482
ENSG00000063169	673
ENSG00000063176	476
ENSG00000063177	8754
ENSG00000063180	419
ENSG00000063241	568
ENSG00000063244	5072
ENSG00000063245	3090
ENSG00000063322	1098
ENSG00000063438	304
ENSG00000063515	0
ENSG00000063587	1138
ENSG00000063601	1007
ENSG00000063660	1975
ENSG00000063761	295
ENSG00000063854	442
ENSG00000063978	2121
ENSG00000064012	328
ENSG00000064042	5763
ENSG00000064102	946
ENSG00000064115	1637
ENSG00000064195	4
ENSG00000064199	102
ENSG00000064201	32
ENSG00000064205	0
ENSG00000064218	2
ENSG00000064225	111
ENSG00000064270	24
ENSG00000064300	714
ENSG00000064309	3029
ENSG00000064313	1484
ENSG00000064393	4003
ENSG00000064419	2009
ENSG00000064489	1
ENSG00000064490	633
ENSG00000064545	571
ENSG00000064547	800
ENSG00000064601	1875
ENSG00000064607	4501
ENSG00000064651	2726
ENSG00000064652	377
ENSG00000064655	47
ENSG00000064666	12613
ENSG00000064687	299
ENSG00000064692	344
ENSG00000064703	1017
ENSG00000064726	2028
ENSG00000064763	979
ENSG00000064787	11
ENSG00000064835	0
ENSG00000064886	0
ENSG00000064932	695
ENSG00000064933	850
ENSG00000064961	1537
ENSG00000064989	444
ENSG00000064995	682
ENSG00000064999	1508
ENSG00000065000	5524
ENSG00000065029	1019
ENSG00000065054	457
ENSG00000065057	233
ENSG00000065060	708
ENSG00000065135	3741
ENSG00000065150	8996
ENSG00000065154	1983
ENSG00000065183	1209
ENSG00000065243	2512
ENSG00000065268	898
ENSG00000065308	4640
ENSG00000065320	1087
ENSG00000065325	0
ENSG00000065328	1086
ENSG00000065357	1147
ENSG00000065361	6
ENSG00000065371	0
ENSG00000065413	301
ENSG00000065427	2966
ENSG00000065457	706
ENSG00000065485	1027
ENSG00000065491	604
ENSG00000065518	996
ENSG00000065526	3265
ENSG00000065534	878
ENSG00000065548	1830
ENSG00000065559	1419
ENSG00000065600	696
ENSG00000065609	80
ENSG00000065613	2362
ENSG00000065615	302
ENSG00000065618	2
ENSG00000065621	17
ENSG00000065665	964
ENSG00000065675	129
ENSG00000065717	391
ENSG00000065802	1827
ENSG00000065809	1243
ENSG00000065833	189
ENSG00000065882	1813
ENSG00000065883	2089
ENSG00000065911	1903
ENSG00000065923	153
ENSG00000065970	986
ENSG00000065978	9418
ENSG00000065989	153
ENSG00000066027	445
ENSG00000066032	163
ENSG00000066044	3887
ENSG00000066056	49
ENSG00000066084	2361
ENSG00000066117	3851
ENSG00000066135	1898
ENSG00000066136	1202
ENSG00000066185	0
ENSG00000066230	69
ENSG00000066248	18
ENSG00000066279	3201
ENSG00000066294	2
ENSG00000066322	1027
ENSG00000066336	0
ENSG00000066379	186
ENSG00000066382	206
ENSG00000066405	48
ENSG00000066422	824
ENSG00000066427	516
ENSG00000066455	1374
ENSG00000066468	190
ENSG00000066557	1018
ENSG00000066583	296
ENSG00000066629	1262
ENSG00000066651	494
ENSG00000066654	1524
ENSG00000066697	471
ENSG00000066735	222
ENSG00000066739	1357
ENSG00000066777	2027
ENSG00000066813	27
ENSG00000066827	196
ENSG00000066855	773
ENSG00000066923	416
ENSG00000066926	790
ENSG00000066933	1685
ENSG00000067048	3020
ENSG00000067057	916
ENSG00000067064	5282
ENSG00000067066	265
ENSG00000067082	3286
ENSG00000067113	346
ENSG00000067141	6077
ENSG00000067167	4157
ENSG00000067177	190
ENSG00000067182	2210
ENSG00000067191	402
ENSG00000067208	1284
ENSG00000067221	363
ENSG00000067225	16535
ENSG00000067248	1518
ENSG00000067334	1528
ENSG00000067365	548
ENSG00000067369	5127
ENSG00000067445	6687
ENSG00000067533	796
ENSG00000067560	13354
ENSG00000067596	1813
ENSG00000067606	79
ENSG00000067646	516
ENSG00000067704	2711
ENSG00000067715	604
ENSG00000067798	755
ENSG00000067829	1002
ENSG00000067836	551
ENSG00000067840	1548
ENSG00000067842	9
ENSG00000067900	2520
ENSG00000067955	1465
ENSG00000067992	78
ENSG00000068001	1094
ENSG00000068024	827
ENSG00000068028	680
ENSG00000068078	616
ENSG00000068079	45
ENSG00000068097	1095
ENSG00000068120	1064
ENSG00000068137	798
ENSG00000068305	1196
ENSG00000068308	1699
ENSG00000068323	2248
ENSG00000068354	373
ENSG00000068366	1340
ENSG00000068383	1021
ENSG00000068394	569
ENSG00000068400	1438
ENSG00000068438	1074
ENSG00000068489	1565
ENSG00000068615	55
ENSG00000068650	1426
ENSG00000068654	2884
ENSG00000068697	7633
ENSG00000068724	504
ENSG00000068745	2738
ENSG00000068781	35
ENSG00000068784	749
ENSG00000068793	2034
ENSG00000068796	1972
ENSG00000068831	90
ENSG00000068878	3106
ENSG00000068885	655
ENSG00000068903	1280
ENSG00000068912	1665
ENSG00000068971	721
ENSG00000068976	65
ENSG00000068985	0
ENSG00000069011	224
ENSG00000069018	3
ENSG00000069020	646
ENSG00000069122	2161
ENSG00000069188	2814
ENSG00000069206	1
ENSG00000069248	2037
ENSG00000069275	12975
ENSG00000069329	4301
ENSG00000069345	1775
ENSG00000069399	212
ENSG00000069424	175
ENSG00000069431	276
ENSG00000069482	11
ENSG00000069493	261
ENSG00000069509	271
ENSG00000069535	78
ENSG00000069667	392
ENSG00000069696	13
ENSG00000069702	2113
ENSG00000069712	95
ENSG00000069764	0
ENSG00000069812	1
ENSG00000069849	2372
ENSG00000069869	819
ENSG00000069943	107
ENSG00000069956	3595
ENSG00000069966	246
ENSG00000069974	378
ENSG00000069998	810
ENSG00000070010	1251
ENSG00000070018	2823
ENSG00000070019	0
ENSG00000070031	1
ENSG00000070047	1744
ENSG00000070061	2401
ENSG00000070081	1525
ENSG00000070087	6426
ENSG00000070159	145
ENSG00000070182	230
ENSG00000070190	0
ENSG00000070193	137
ENSG00000070214	900
ENSG00000070269	525
ENSG00000070366	2930
ENSG00000070367	2719
ENSG00000070371	489
ENSG00000070388	1
ENSG00000070404	227
ENSG00000070413	3116
ENSG00000070423	605
ENSG00000070444	719
ENSG00000070476	759
ENSG00000070495	685
ENSG00000070501	564
ENSG00000070526	1
ENSG00000070540	1093
ENSG00000070601	15
ENSG00000070610	2915
ENSG00000070614	7384
ENSG00000070669	2269
ENSG00000070718	974
ENSG00000070729	11
ENSG00000070731	8
ENSG00000070748	28
ENSG00000070756	15191
ENSG00000070759	73
ENSG00000070761	799
ENSG00000070770	1991
ENSG00000070778	1432
ENSG00000070785	657
ENSG00000070808	84
ENSG00000070814	2680
ENSG00000070831	5174
ENSG00000070882	711
ENSG00000070886	1
ENSG00000070915	1
ENSG00000070950	756
ENSG00000070961	5276
ENSG00000070985	0
ENSG00000071051	1875
ENSG00000071054	9619
ENSG00000071073	258
ENSG00000071082	3343
ENSG00000071127	9837
ENSG00000071189	1398
ENSG00000071203	0
ENSG00000071205	1073
ENSG00000071242	1809
ENSG00000071243	514
ENSG00000071246	2546
ENSG00000071282	700
ENSG00000071462	1488
ENSG00000071537	4106
ENSG00000071539	1067
ENSG00000071553	4253
ENSG00000071564	5665
ENSG00000071575	10406
ENSG00000071626	3060
ENSG00000071655	1638
ENSG00000071677	0
ENSG00000071794	2150
ENSG00000071859	2082
ENSG00000071889	731
ENSG00000071894	3531
ENSG00000071909	16
ENSG00000071967	2473
ENSG00000071991	0
ENSG00000071994	1145
ENSG00000072041	624
ENSG00000072042	1894
ENSG00000072062	3320
ENSG00000072071	2620
ENSG00000072080	0
ENSG00000072110	16635
ENSG00000072121	1389
ENSG00000072133	117
ENSG00000072134	1828
ENSG00000072135	371
ENSG00000072163	508
ENSG00000072182	10
ENSG00000072195	1187
ENSG00000072201	117
ENSG00000072210	1242
ENSG00000072274	2597
ENSG00000072310	4028
ENSG00000072315	2
ENSG00000072364	5783
ENSG00000072401	841
ENSG00000072415	1208
ENSG00000072422	2229
ENSG00000072444	0
ENSG00000072501	5088
ENSG00000072506	1232
ENSG00000072518	1174
ENSG00000072571	938
ENSG00000072609	1380
ENSG00000072657	13
ENSG00000072682	2031
ENSG00000072694	0
ENSG00000072736	781
ENSG00000072756	631
ENSG00000072778	5591
ENSG00000072786	2623
ENSG00000072803	2265
ENSG00000072818	95
ENSG00000072832	4242
ENSG00000072840	1426
ENSG00000072849	1396
ENSG00000072858	4
ENSG00000072864	808
ENSG00000072952	900
ENSG00000072954	76
ENSG00000072958	2313
ENSG00000073008	468
